landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-1585,Medium,,,2021-05-03T01:13:06.673411128Z,In all versions of AppArmor mount rules are accidentally widened when compiled.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13730,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function _nc_read_entry_source() in progs/tic.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13731,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function postprocess_termcap() in parse_entry.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13732,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the function dump_uses() in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13733,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the fmt_entry function in progs/dump_entry.c in ncurses 6.0 that might lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13734,Low,,,2021-05-03T01:13:06.673411128Z,There is an illegal address access in the _nc_safe_strcat function in strings.c in ncurses 6.0 that will lead to a remote denial of service attack.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-16879,Low,,,2021-05-03T01:13:06.673411128Z,"Stack-based buffer overflow in the _nc_write_entry function in tinfo/write_entry.c in ncurses 6.0 allows attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted terminfo file, as demonstrated by tic."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17594,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the _nc_find_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17595,Low,,,2021-05-03T01:13:06.673411128Z,There is a heap-based buffer over-read in the fmt_entry function in tinfo/comp_hash.c in the terminfo library in ncurses before 6.1-20191012.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-7170,Low,,,2021-05-03T01:13:06.673411128Z,ntpd in ntp 4.2.x before 4.2.8p7 and 4.3.x before 4.3.92 allows authenticated users that know the private symmetric key to create arbitrarily-many ephemeral associations in order to win the clock selection of ntpd and modify a victim's clock via a Sybil attack. This issue exists because of an incomplete fix for CVE-2016-1549.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-7170,Low,,,2021-05-03T01:13:06.673411128Z,ntpd in ntp 4.2.x before 4.2.8p7 and 4.3.x before 4.3.92 allows authenticated users that know the private symmetric key to create arbitrarily-many ephemeral associations in order to win the clock selection of ntpd and modify a victim's clock via a Sybil attack. This issue exists because of an incomplete fix for CVE-2016-1549.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13987,Low,,,2021-05-03T01:13:06.673411128Z,An issue was discovered in Contiki through 3.0. An Out-of-Bounds Read vulnerability exists in the uIP TCP/IP Stack component when calculating the checksums for IP packets in upper_layer_chksum in net/ipv4/uip.c.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-13988,Low,,,2021-05-03T01:13:06.673411128Z,An issue was discovered in Contiki through 3.0. An Integer Overflow exists in the uIP TCP/IP Stack component when parsing TCP MSS options of IPv4 network packets in uip_process in net/ipv4/uip.c.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-12424,Low,,,2021-05-03T01:13:06.673411128Z,"In shadow before 4.5, the newusers tool could be made to manipulate internal data structures in ways unintended by the authors. Malformed input may lead to crashes (with a buffer overflow or other memory corruption) or other unspecified behaviors. This crosses a privilege boundary in, for example, certain web-hosting environments in which a Control Panel allows an unprivileged user account to create subaccounts."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-17437,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in uIP 1.0, as used in Contiki 3.0 and other products. When the Urgent flag is set in a TCP packet, and the stack is configured to ignore the urgent data, the stack attempts to use the value of the Urgent pointer bytes to separate the Urgent data from the normal data, by calculating the offset at which the normal data should be present in the global buffer. However, the length of this offset is not checked; therefore, for large values of the Urgent pointer bytes, the data pointer can point to memory that is way beyond the data buffer in uip_process in uip.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-5191,Low,,,2021-05-03T01:13:06.673411128Z,"VMware Tools prior to 10.0.9 contains multiple file system races in libDeployPkg, related to the use of hard-coded paths under /tmp. Successful exploitation of this issue may result in a local privilege escalation. CVSS:3.0/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:H/A:H"
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-14145,Low,,,2021-05-03T01:13:06.673411128Z,The client side in OpenSSH 5.7 through 8.4 has an Observable Discrepancy leading to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to target initial connection attempts (where no host key for the server has been cached by the client).
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-14145,Low,,,2021-05-03T01:13:06.673411128Z,The client side in OpenSSH 5.7 through 8.4 has an Observable Discrepancy leading to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to target initial connection attempts (where no host key for the server has been cached by the client).
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-14145,Low,,,2021-05-03T01:13:06.673411128Z,The client side in OpenSSH 5.7 through 8.4 has an Observable Discrepancy leading to an information leak in the algorithm negotiation. This allows man-in-the-middle attackers to target initial connection attempts (where no host key for the server has been cached by the client).
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2013-4235,Low,,,2021-05-03T01:13:06.673411128Z,shadow: TOCTOU (time-of-check time-of-use) race condition when copying and removing directory trees
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-7169,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in shadow 4.5. newgidmap (in shadow-utils) is setuid and allows an unprivileged user to be placed in a user namespace where setgroups(2) is permitted. This allows an attacker to remove themselves from a supplementary group, which may allow access to certain filesystem paths if the administrator has used ""group blacklisting"" (e.g., chmod g-rwx) to restrict access to paths. This flaw effectively reverts a security feature in the kernel (in particular, the /proc/self/setgroups knob) to prevent this sort of privilege escalation."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-6952,Low,,,2021-05-03T01:13:06.673411128Z,A double free exists in the another_hunk function in pch.c in GNU patch through 2.7.6.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2568,Low,,,2021-05-03T01:13:06.673411128Z,"pkexec, when used with --user nonpriv, allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18074,Medium,,,2021-05-03T01:13:06.673411128Z,"The Requests package before 2.20.0 for Python sends an HTTP Authorization header to an http URI upon receiving a same-hostname https-to-http redirect, which makes it easier for remote attackers to discover credentials by sniffing the network."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-26137,Medium,,,2021-05-03T01:13:06.673411128Z,"urllib3 before 1.25.9 allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR and LF control characters in the first argument of putrequest(). NOTE: this is similar to CVE-2020-26116."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18074,Medium,,,2021-05-03T01:13:06.673411128Z,"The Requests package before 2.20.0 for Python sends an HTTP Authorization header to an http URI upon receiving a same-hostname https-to-http redirect, which makes it easier for remote attackers to discover credentials by sniffing the network."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-26137,Medium,,,2021-05-03T01:13:06.673411128Z,"urllib3 before 1.25.9 allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR and LF control characters in the first argument of putrequest(). NOTE: this is similar to CVE-2020-26116."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-18074,Medium,,,2021-05-03T01:13:06.673411128Z,"The Requests package before 2.20.0 for Python sends an HTTP Authorization header to an http URI upon receiving a same-hostname https-to-http redirect, which makes it easier for remote attackers to discover credentials by sniffing the network."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-26137,Medium,,,2021-05-03T01:13:06.673411128Z,"urllib3 before 1.25.9 allows CRLF injection if the attacker controls the HTTP request method, as demonstrated by inserting CR and LF control characters in the first argument of putrequest(). NOTE: this is similar to CVE-2020-26116."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-16881,Low,,,2021-05-03T01:13:06.673411128Z,"A denial of service vulnerability was found in rsyslog in the imptcp module. An attacker could send a specially crafted message to the imptcp socket, which would cause rsyslog to crash. Versions before 8.27.0 are vulnerable."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17041,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in Rsyslog v8.1908.0. contrib/pmaixforwardedfrom/pmaixforwardedfrom.c has a heap overflow in the parser for AIX log messages. The parser tries to locate a log message delimiter (in this case, a space or a colon) but fails to account for strings that do not satisfy this constraint. If the string does not match, then the variable lenMsg will reach the value zero and will skip the sanity check that detects invalid log messages. The message will then be considered valid, and the parser will eat up the nonexistent colon delimiter. In doing so, it will decrement lenMsg, a signed integer, whose value was zero and now becomes minus one. The following step in the parser is to shift left the contents of the message. To do this, it will call memmove with the right pointers to the target and destination strings, but the lenMsg will now be interpreted as a huge value, causing a heap overflow."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2019-17042,Low,,,2021-05-03T01:13:06.673411128Z,"An issue was discovered in Rsyslog v8.1908.0. contrib/pmcisconames/pmcisconames.c has a heap overflow in the parser for Cisco log messages. The parser tries to locate a log message delimiter (in this case, a space or a colon), but fails to account for strings that do not satisfy this constraint. If the string does not match, then the variable lenMsg will reach the value zero and will skip the sanity check that detects invalid log messages. The message will then be considered valid, and the parser will eat up the nonexistent colon delimiter. In doing so, it will decrement lenMsg, a signed integer, whose value was zero and now becomes minus one. The following step in the parser is to shift left the contents of the message. To do this, it will call memmove with the right pointers to the target and destination strings, but the lenMsg will now be interpreted as a huge value, causing a heap overflow."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20839,Medium,,,2021-05-03T01:13:06.673411128Z,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2779,Low,,,2021-05-03T01:13:06.673411128Z,"runuser in util-linux allows local users to escape to the parent session via a crafted TIOCSTI ioctl call, which pushes characters to the terminal's input buffer."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-5011,Low,,,2021-05-03T01:13:06.673411128Z,The parse_dos_extended function in partitions/dos.c in the libblkid library in util-linux allows physically proximate attackers to cause a denial of service (memory consumption) via a crafted MSDOS partition table with an extended partition boot record at zero offset.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2012-1093,Low,,,2021-05-03T01:13:06.673411128Z,The init script in the Debian x11-common package before 1:7.6+12 is vulnerable to a symlink attack that can lead to a privilege escalation during package installation.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-15131,Low,,,2021-05-03T01:13:06.673411128Z,"It was found that system umask policy is not being honored when creating XDG user directories, since Xsession sources xdg-user-dirs.sh before setting umask policy. This only affects xdg-user-dirs before 0.15.5 as shipped with Red Hat Enterprise Linux."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-1000021,Low,,,2021-05-03T01:13:06.673411128Z,"GIT version 2.15.1 and earlier contains a Input Validation Error vulnerability in Client that can result in problems including messing up terminal configuration to RCE. This attack appear to be exploitable via The user must interact with a malicious git server, (or have their traffic modified in a MITM attack)."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-1000021,Low,,,2021-05-03T01:13:06.673411128Z,"GIT version 2.15.1 and earlier contains a Input Validation Error vulnerability in Client that can result in problems including messing up terminal configuration to RCE. This attack appear to be exploitable via The user must interact with a malicious git server, (or have their traffic modified in a MITM attack)."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-3468,Medium,,,2021-05-03T01:13:06.673411128Z,"A flaw was found in avahi. The event used to signal the termination of the client connection on the avahi Unix socket is not correctly handled in the client_work function, allowing a local attacker to trigger an infinite loop. The highest threat from this vulnerability is to the availability of the avahi service, which becomes unresponsive after this flaw is triggered."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-3468,Medium,,,2021-05-03T01:13:06.673411128Z,"A flaw was found in avahi. The event used to signal the termination of the client connection on the avahi Unix socket is not correctly handled in the client_work function, allowing a local attacker to trigger an infinite loop. The highest threat from this vulnerability is to the availability of the avahi service, which becomes unresponsive after this flaw is triggered."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-3468,Medium,,,2021-05-03T01:13:06.673411128Z,"A flaw was found in avahi. The event used to signal the termination of the client connection on the avahi Unix socket is not correctly handled in the client_work function, allowing a local attacker to trigger an infinite loop. The highest threat from this vulnerability is to the availability of the avahi service, which becomes unresponsive after this flaw is triggered."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2775,Medium,,,2021-05-03T01:13:06.673411128Z,"ISC BIND 9.x before 9.9.9-P2, 9.10.x before 9.10.4-P2, and 9.11.x before 9.11.0b2, when lwresd or the named lwres option is enabled, allows remote attackers to cause a denial of service (daemon crash) via a long request that uses the lightweight resolver protocol."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-25214,Medium,,,2021-05-03T01:13:06.673411128Z,"In BIND 9.8.5 -> 9.8.8, 9.9.3 -> 9.11.29, 9.12.0 -> 9.16.13, and versions BIND 9.9.3-S1 -> 9.11.29-S1 and 9.16.8-S1 -> 9.16.13-S1 of BIND 9 Supported Preview Edition, as well as release versions 9.17.0 -> 9.17.11 of the BIND 9.17 development branch, when a vulnerable version of named receives a malformed IXFR triggering the flaw described above, the named process will terminate due to a failed assertion the next time the transferred secondary zone is refreshed."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-25215,Medium,,,2021-05-03T01:13:06.673411128Z,"In BIND 9.0.0 -> 9.11.29, 9.12.0 -> 9.16.13, and versions BIND 9.9.3-S1 -> 9.11.29-S1 and 9.16.8-S1 -> 9.16.13-S1 of BIND Supported Preview Edition, as well as release versions 9.17.0 -> 9.17.11 of the BIND 9.17 development branch, when a vulnerable version of named receives a query for a record triggering the flaw described above, the named process will terminate due to a failed assertion check. The vulnerability affects all currently maintained BIND 9 branches (9.11, 9.11-S, 9.16, 9.16-S, 9.17) as well as all other versions of BIND 9."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-25216,Medium,,,2021-05-03T01:13:06.673411128Z,"In BIND 9.5.0 -> 9.11.29, 9.12.0 -> 9.16.13, and versions BIND 9.11.3-S1 -> 9.11.29-S1 and 9.16.8-S1 -> 9.16.13-S1 of BIND Supported Preview Edition, as well as release versions 9.17.0 -> 9.17.1 of the BIND 9.17 development branch, BIND servers are vulnerable if they are running an affected version and are configured to use GSS-TSIG features. In a configuration which uses BIND's default settings the vulnerable code path is not exposed, but a server can be rendered vulnerable by explicitly setting values for the tkey-gssapi-keytab or tkey-gssapi-credential configuration options. Although the default configuration is not vulnerable, GSS-TSIG is frequently used in networks where BIND is integrated with Samba, as well as in mixed-server environments that combine BIND servers with Active Directory domain controllers. For servers that meet these conditions, the ISC SPNEGO implementation is vulnerable to various attacks, depending on the CPU architecture for which BIND was built: For named binaries compiled for 64-bit platforms, this flaw can be used to trigger a buffer over-read, leading to a server crash. For named binaries compiled for 32-bit platforms, this flaw can be used to trigger a server crash due to a buffer overflow and possibly also to achieve remote code execution. We have determined that standard SPNEGO implementations are available in the MIT and Heimdal Kerberos libraries, which support a broad range of operating systems, rendering the ISC implementation unnecessary and obsolete. Therefore, to reduce the attack surface for BIND users, we will be removing the ISC SPNEGO implementation in the April releases of BIND 9.11 and 9.16 (it had already been dropped from BIND 9.17). We would not normally remove something from a stable ESV (Extended Support Version) of BIND, but since system libraries can replace the ISC SPNEGO implementation, we have made an exception in this case for reasons of stability and security."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-6170,Low,,,2021-05-03T01:13:06.673411128Z,"ISC BIND through 9.9.9-P1, 9.10.x through 9.10.4-P1, and 9.11.x through 9.11.0b1 allows primary DNS servers to cause a denial of service (secondary DNS server crash) via a large AXFR response, and possibly allows IXFR servers to cause a denial of service (IXFR client crash) via a large IXFR response and allows remote authenticated users to cause a denial of service (primary DNS server crash) via a large UPDATE message."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-16869,Low,,,2021-05-03T01:13:06.673411128Z,"A Bleichenbacher type side-channel based padding oracle attack was found in the way nettle handles endian conversion of RSA decrypted PKCS#1 v1.5 data. An attacker who is able to run a process on the same physical core as the victim process, could use this flaw extract plaintext or in some cases downgrade any TLS connections to a vulnerable server."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-2775,Medium,,,2021-05-03T01:13:06.673411128Z,"ISC BIND 9.x before 9.9.9-P2, 9.10.x before 9.10.4-P2, and 9.11.x before 9.11.0b2, when lwresd or the named lwres option is enabled, allows remote attackers to cause a denial of service (daemon crash) via a long request that uses the lightweight resolver protocol."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-25214,Medium,,,2021-05-03T01:13:06.673411128Z,"In BIND 9.8.5 -> 9.8.8, 9.9.3 -> 9.11.29, 9.12.0 -> 9.16.13, and versions BIND 9.9.3-S1 -> 9.11.29-S1 and 9.16.8-S1 -> 9.16.13-S1 of BIND 9 Supported Preview Edition, as well as release versions 9.17.0 -> 9.17.11 of the BIND 9.17 development branch, when a vulnerable version of named receives a malformed IXFR triggering the flaw described above, the named process will terminate due to a failed assertion the next time the transferred secondary zone is refreshed."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-25215,Medium,,,2021-05-03T01:13:06.673411128Z,"In BIND 9.0.0 -> 9.11.29, 9.12.0 -> 9.16.13, and versions BIND 9.9.3-S1 -> 9.11.29-S1 and 9.16.8-S1 -> 9.16.13-S1 of BIND Supported Preview Edition, as well as release versions 9.17.0 -> 9.17.11 of the BIND 9.17 development branch, when a vulnerable version of named receives a query for a record triggering the flaw described above, the named process will terminate due to a failed assertion check. The vulnerability affects all currently maintained BIND 9 branches (9.11, 9.11-S, 9.16, 9.16-S, 9.17) as well as all other versions of BIND 9."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2021-25216,Medium,,,2021-05-03T01:13:06.673411128Z,"In BIND 9.5.0 -> 9.11.29, 9.12.0 -> 9.16.13, and versions BIND 9.11.3-S1 -> 9.11.29-S1 and 9.16.8-S1 -> 9.16.13-S1 of BIND Supported Preview Edition, as well as release versions 9.17.0 -> 9.17.1 of the BIND 9.17 development branch, BIND servers are vulnerable if they are running an affected version and are configured to use GSS-TSIG features. In a configuration which uses BIND's default settings the vulnerable code path is not exposed, but a server can be rendered vulnerable by explicitly setting values for the tkey-gssapi-keytab or tkey-gssapi-credential configuration options. Although the default configuration is not vulnerable, GSS-TSIG is frequently used in networks where BIND is integrated with Samba, as well as in mixed-server environments that combine BIND servers with Active Directory domain controllers. For servers that meet these conditions, the ISC SPNEGO implementation is vulnerable to various attacks, depending on the CPU architecture for which BIND was built: For named binaries compiled for 64-bit platforms, this flaw can be used to trigger a buffer over-read, leading to a server crash. For named binaries compiled for 32-bit platforms, this flaw can be used to trigger a server crash due to a buffer overflow and possibly also to achieve remote code execution. We have determined that standard SPNEGO implementations are available in the MIT and Heimdal Kerberos libraries, which support a broad range of operating systems, rendering the ISC implementation unnecessary and obsolete. Therefore, to reduce the attack surface for BIND users, we will be removing the ISC SPNEGO implementation in the April releases of BIND 9.11 and 9.16 (it had already been dropped from BIND 9.17). We would not normally remove something from a stable ESV (Extended Support Version) of BIND, but since system libraries can replace the ISC SPNEGO implementation, we have made an exception in this case for reasons of stability and security."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-6170,Low,,,2021-05-03T01:13:06.673411128Z,"ISC BIND through 9.9.9-P1, 9.10.x through 9.10.4-P1, and 9.11.x through 9.11.0b1 allows primary DNS servers to cause a denial of service (secondary DNS server crash) via a large AXFR response, and possibly allows IXFR servers to cause a denial of service (IXFR client crash) via a large IXFR response and allows remote authenticated users to cause a denial of service (primary DNS server crash) via a large UPDATE message."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-16869,Low,,,2021-05-03T01:13:06.673411128Z,"A Bleichenbacher type side-channel based padding oracle attack was found in the way nettle handles endian conversion of RSA decrypted PKCS#1 v1.5 data. An attacker who is able to run a process on the same physical core as the victim process, could use this flaw extract plaintext or in some cases downgrade any TLS connections to a vulnerable server."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20839,Medium,,,2021-05-03T01:13:06.673411128Z,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20839,Medium,,,2021-05-03T01:13:06.673411128Z,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2015-7313,Low,,,2021-05-03T01:13:06.673411128Z,LibTIFF allows remote attackers to cause a denial of service (memory consumption and crash) via a crafted tiff file.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-17942,Low,,,2021-05-03T01:13:06.673411128Z,"In LibTIFF 4.0.9, there is a heap-based buffer over-read in the function PackBitsEncode in tif_packbits.c."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-10126,Low,,,2021-05-03T01:13:06.673411128Z,LibTIFF 4.0.9 has a NULL pointer dereference in the jpeg_fdct_16x16 function in jfdctint.c.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-20839,Medium,,,2021-05-03T01:13:06.673411128Z,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-27920,Medium,,,2021-05-03T01:13:06.673411128Z,"A use after free issue was addressed with improved memory management. This issue is fixed in macOS Big Sur 11.1, Security Update 2020-001 Catalina, Security Update 2020-007 Mojave, macOS Big Sur 11.0.1, iOS 14.2 and iPadOS 14.2, watchOS 7.1, tvOS 14.2. Processing maliciously crafted web content may lead to code execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-9926,Medium,,,2021-05-03T01:13:06.673411128Z,"A use after free issue was addressed with improved memory management. This issue is fixed in iOS 13.6 and iPadOS 13.6, tvOS 13.4.8, watchOS 6.2.8, iCloud for Windows 7.20, macOS Catalina 10.15.6, Security Update 2020-004 Mojave, Security Update 2020-004 High Sierra. Processing maliciously crafted XML may lead to an unexpected application termination or arbitrary code execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-27920,Medium,,,2021-05-03T01:13:06.673411128Z,"A use after free issue was addressed with improved memory management. This issue is fixed in macOS Big Sur 11.1, Security Update 2020-001 Catalina, Security Update 2020-007 Mojave, macOS Big Sur 11.0.1, iOS 14.2 and iPadOS 14.2, watchOS 7.1, tvOS 14.2. Processing maliciously crafted web content may lead to code execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2020-9926,Medium,,,2021-05-03T01:13:06.673411128Z,"A use after free issue was addressed with improved memory management. This issue is fixed in iOS 13.6 and iPadOS 13.6, tvOS 13.4.8, watchOS 6.2.8, iCloud for Windows 7.20, macOS Catalina 10.15.6, Security Update 2020-004 Mojave, Security Update 2020-004 High Sierra. Processing maliciously crafted XML may lead to an unexpected application termination or arbitrary code execution."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2013-7445,Medium,,,2021-05-03T01:13:06.673411128Z,"The Direct Rendering Manager (DRM) subsystem in the Linux kernel through 4.x mishandles requests for Graphics Execution Manager (GEM) objects, which allows context-dependent attackers to cause a denial of service (memory consumption) via an application that processes graphics data, as demonstrated by JavaScript code that creates many CANVAS elements for rendering by Chrome or Firefox."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-8660,Medium,,,2021-05-03T01:13:06.673411128Z,"The XFS subsystem in the Linux kernel through 4.8.2 allows local users to cause a denial of service (fdatasync failure and system hang) by using the vfs syscall group in the trinity program, related to a ""page lock order bug in the XFS seek hole/data implementation."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-17977,Medium,,,2021-05-03T01:13:06.673411128Z,"The Linux kernel 4.14.67 mishandles certain interaction among XFRM Netlink messages, IPPROTO_AH packets, and IPPROTO_IP packets, which allows local users to cause a denial of service (memory consumption and system hang) by leveraging root access to execute crafted applications, as demonstrated on CentOS 7."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2016-10723,Low,,,2021-05-03T01:13:06.673411128Z,"** DISPUTED ** An issue was discovered in the Linux kernel through 4.17.2. Since the page allocator does not yield CPU resources to the owner of the oom_lock mutex, a local unprivileged user can trivially lock up the system forever by wasting CPU resources from the page allocator (e.g., via concurrent page fault events) when the global OOM killer is invoked. NOTE: the software maintainer has not accepted certain proposed patches, in part because of a viewpoint that ""the underlying problem is non-trivial to handle."""
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-0537,Low,,,2021-05-03T01:13:06.673411128Z,An information disclosure vulnerability in the kernel USB gadget driver could enable a local malicious application to access data outside of its permission levels. This issue is rated as Moderate because it first requires compromising a privileged process. Product: Android. Versions: Kernel-3.18. Android ID: A-31614969.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2017-13693,Low,,,2021-05-03T01:13:06.673411128Z,"The acpi_ds_create_operands() function in drivers/acpi/acpica/dsutils.c in the Linux kernel through 4.12.9 does not flush the operand cache and causes a kernel stack dump, which allows local users to obtain sensitive information from kernel memory and bypass the KASLR protection mechanism (in the kernel through 4.9) via a crafted ACPI table."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-1121,Low,,,2021-05-03T01:13:06.673411128Z,"procps-ng, procps is vulnerable to a process hiding through race condition. Since the kernel's proc_pid_readdir() returns PID entries in ascending numeric order, a process occupying a high PID can use inotify events to determine when the process list is being scanned, and fork/exec to obtain a lower PID, thus avoiding enumeration. An unprivileged attacker can hide a process from procps-ng's utilities by exploiting a race condition in reading /proc/PID entries. This vulnerability affects procps and procps-ng up to version 3.3.15, newer versions might be affected also."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12928,Low,,,2021-05-03T01:13:06.673411128Z,"In the Linux kernel 4.15.0, a NULL pointer dereference was discovered in hfs_ext_read_extent in hfs.ko. This can occur during a mount of a crafted hfs filesystem."
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12929,Low,,,2021-05-03T01:13:06.673411128Z,ntfs_read_locked_inode in the ntfs.ko filesystem driver in the Linux kernel 4.15.0 allows attackers to trigger a use-after-free read and possibly cause a denial of service (kernel oops or panic) via a crafted ntfs filesystem.
landslide,landslide/landslide,LS_20_2_0_GA ,CVE-2018-12930,Low,,,2021-05-03T01:13:06.673411128Z,ntfs_end_buffer_async_read in the ntfs.ko filesystem driver in the Linux kernel 4.15.0 allows attackers to trigger a stack-based out-of-bounds write and cause a denial of service (kernel oops or panic) or possibly have unspecified other impact via a crafted ntfs filesystem.
